CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary;Exited
524;Germany;Female;31;10;6723898;2;1;1;16181123;0
632;Germany;Female;38;6;8656976;2;1;0;9809091;0
735;Spain;Male;34;5;0;2;0;0;7109541;0
734;France;Male;34;6;1335984;1;1;1;1310724;0
605;France;Female;51;3;13618878;1;1;1;6711059;1
793;Spain;Male;38;9;0;2;1;0;8822502;0
468;France;Female;56;10;0;3;0;1;6225687;1
779;Germany;Male;37;7;12009252;2;1;0;13592572;0
698;France;Male;48;4;10123824;2;0;1;17781587;1
707;France;Male;58;6;8968592;1;0;1;12647113;0
850;France;Female;35;1;21177431;1;1;0;18857412;1
850;France;Male;56;7;13131748;1;1;1;11917545;0
527;Spain;Male;37;5;9372273;2;1;1;13909373;0
696;Germany;Male;32;8;10116099;1;1;1;11591655;0
661;France;Male;48;3;12032054;1;0;0;9646325;0
776;France;Female;31;2;0;2;1;1;11234951;0
701;France;Male;43;2;0;2;1;1;16530379;0
610;France;Male;26;8;0;2;1;0;16603108;0
572;Germany;Female;48;3;15282799;1;1;0;3841179;1
673;France;Male;30;1;6409775;1;1;1;7778335;0
519;Spain;Female;57;2;11903535;2;1;1;2987179;0
702;Spain;Female;26;4;13521957;1;0;1;5974763;0
729;France;Male;32;6;9369442;1;1;1;7991913;0
543;Spain;Male;35;10;5940863;1;1;0;7677353;0
550;France;Female;40;7;11435495;1;1;0;5401893;0
608;France;Male;59;1;0;1;1;0;7064964;1
639;Germany;Male;35;10;1281739;2;1;0;5909339;0
686;Spain;Male;34;9;0;2;1;0;1275698;0
564;Germany;Female;62;5;11493135;3;0;1;1826098;1
745;Germany;Female;28;1;11107136;1;1;0;7327596;1
833;France;Male;37;8;15122618;2;1;1;13612949;0
622;France;Male;26;9;0;2;1;1;15323759;0
597;France;Female;42;4;6474012;1;1;1;10684112;0
721;Spain;Male;51;0;16931213;1;1;0;10907835;1
504;France;Female;49;7;0;3;0;1;8782214;1
842;Spain;Female;44;2;11265208;2;1;0;12664498;0
587;France;Male;38;0;0;2;1;0;4741415;0
479;Germany;Female;30;7;14396436;2;1;0;4187999;0
508;France;Male;49;7;12245146;2;1;1;758081;0
749;France;Male;24;1;0;3;1;1;4791103;0
721;Germany;Female;36;3;6525307;2;1;0;2873778;0
674;Germany;Male;47;6;10690194;1;1;1;20792;1
685;Spain;Female;25;10;12850963;1;1;0;12156233;0
417;France;Male;34;7;0;2;1;0;5500379;0
574;Germany;Male;33;3;12983467;1;1;0;19313142;0
590;Spain;Female;51;3;15496299;3;0;1;19193227;1
587;Germany;Male;40;5;1382419;2;1;0;1594181;0
598;Germany;Male;41;3;9153693;1;1;0;19146878;1
741;Spain;Male;53;3;0;2;1;1;3891368;0
850;Spain;Female;70;5;0;1;1;1;70518;0
584;Germany;Female;29;7;10520401;1;0;1;13849003;0
650;Spain;Male;61;1;15296873;1;0;1;8297069;0
607;Spain;Male;36;8;15826168;1;1;1;7674472;0
509;France;Female;46;1;0;1;1;0;7124459;1
689;Spain;Female;38;6;12102105;1;1;1;1218215;0
543;France;Male;36;4;0;2;1;1;1412105;0
438;Spain;Female;54;2;0;1;0;0;19176307;1
687;Spain;Female;63;1;13771566;1;1;1;3793874;0
737;Germany;Male;31;5;12119222;2;1;1;7489058;0
761;France;Male;31;7;0;3;1;1;16669818;0
601;France;Male;44;1;10048618;2;1;1;6267853;0
651;France;Male;45;1;0;1;1;0;6774008;1
745;France;Male;35;9;9256653;2;1;0;16151977;0
648;Spain;Female;49;10;0;2;1;1;15983578;1
848;Spain;Male;40;3;11092996;1;1;1;3087684;0
546;France;Female;27;8;0;2;1;1;148581;0
439;Spain;Female;32;3;13890161;1;1;0;7568597;0
755;France;Male;30;4;12321766;2;0;1;1441831;0
593;France;Female;41;6;0;1;1;0;6517066;0
701;France;Male;39;2;0;2;1;1;8252692;0
701;Spain;Male;36;8;0;2;1;0;16916146;0
607;Spain;Female;33;2;10843187;2;0;1;10929139;1
586;Spain;Female;57;3;0;2;0;1;605781;0
547;Germany;Female;30;9;7239241;1;1;0;7707714;0
647;Germany;Female;51;1;11974177;2;0;0;5495451;1
760;France;Female;51;2;10094671;1;0;0;1796148;1
621;Spain;Male;53;9;17049184;1;1;0;3558807;1
725;France;Male;44;5;0;1;1;1;11735614;0
526;France;Male;36;1;0;1;1;0;16069672;0
519;Spain;Female;47;6;15729602;2;0;0;14727843;1
713;Germany;Female;38;7;14460622;1;1;1;5659436;1
700;France;Male;38;8;1348113;1;1;0;129975;0
666;France;Female;34;9;11589712;1;1;1;2509503;0
630;Spain;Male;32;4;82034;1;0;0;14632645;0
779;Spain;Female;26;4;17431813;2;0;1;3829621;0
611;Germany;Female;41;2;11420684;1;1;0;1640616;0
685;Spain;Male;43;9;0;2;1;0;10781128;0
646;Germany;Male;39;9;11157441;1;1;1;3083851;0
683;Germany;Female;57;5;16244869;1;0;0;922178;1
484;Germany;Female;34;4;14824954;1;0;1;3373827;0
601;France;Female;43;8;0;3;0;1;11091615;1
762;Spain;Female;26;7;12370946;2;1;1;16965457;0
687;France;Female;72;9;0;1;0;1;698294;0
566;France;Male;30;5;0;1;1;0;5492651;1
702;France;Male;37;10;1505258;1;1;1;9472849;0
601;France;Male;29;9;0;1;1;1;8039327;0
699;France;Male;53;4;0;2;0;1;11130798;0
584;France;Male;28;10;0;2;1;0;1983432;0
699;France;Male;35;5;0;2;1;1;7839724;0
698;Germany;Female;51;2;11101898;1;1;0;8641028;0
495;France;Male;30;10;12975599;1;0;0;17274965;0
650;France;Female;27;6;0;2;1;0;100239;0
605;France;Female;64;2;1295557;1;1;1;1360179;0
667;Spain;Male;38;1;8720238;1;1;1;7786691;0
688;Germany;Male;26;8;14613339;1;1;1;17529676;0
727;Spain;Female;31;0;0;1;1;0;12175104;1
754;Spain;Male;39;6;17018499;2;1;0;8959326;0
612;Germany;Female;62;8;14074533;1;1;0;19343789;1
546;Spain;Male;42;7;13907051;1;1;1;86945;0
673;Spain;Female;37;8;0;2;1;1;18331879;0
593;France;Male;35;9;11419324;1;1;0;711541;0
656;Spain;Female;40;10;1678785;1;0;1;15188716;0
535;Germany;Female;53;5;14161655;2;1;1;7588865;0
678;Germany;Male;36;3;14574767;2;0;1;8956674;0
477;Spain;Female;48;2;12912064;1;0;1;2647579;0
850;Spain;Male;35;7;11034982;1;0;0;1263558;0
427;France;Male;29;1;14132556;1;1;1;938393;0
752;France;Male;49;2;7865384;1;1;0;76986;0
649;France;Male;47;1;0;2;1;1;14559385;0
799;Spain;Female;28;3;14225365;1;1;0;4504256;0
589;France;Female;61;1;0;1;1;0;6110856;1
583;Germany;Female;54;6;11598886;1;1;0;5755398;1
839;Spain;Female;33;10;7559243;1;1;0;6267442;0
540;Germany;Male;44;3;16411304;2;1;1;1212079;0
850;France;Male;31;6;6799623;2;0;0;5012987;1
696;Spain;Female;51;5;0;2;1;0;5502243;0
660;Spain;Female;33;1;0;2;0;0;11783491;0
682;France;Male;48;1;13877815;1;0;1;16884023;0
744;France;Female;43;10;14783215;1;0;1;2423411;0
785;France;Female;36;4;1354384;1;0;0;19062701;0
752;Spain;Male;48;5;11606008;1;1;0;15661838;1
706;France;Female;29;5;11256462;1;1;0;4233438;0
583;France;Female;27;1;12540658;1;1;1;11078442;0
660;Germany;Female;39;5;13513499;1;1;0;173683;1
819;France;Female;39;9;13310292;1;1;0;2704646;1
673;France;Female;34;8;4215708;1;1;0;2059859;1
752;France;Female;30;3;0;2;1;1;10499128;0
578;France;Male;38;7;8225929;1;1;0;899697;0
438;France;Female;36;4;0;2;1;0;644205;0
652;France;Male;38;6;0;2;1;1;14570022;0
629;France;Female;49;4;0;2;1;1;19633548;0
720;France;Male;52;7;0;1;1;1;1478112;0
668;France;Male;42;3;15046107;1;1;0;10813923;0
459;Germany;Male;48;4;13399452;1;1;1;1928706;1
729;Spain;Male;31;8;16487081;2;1;1;956739;0
498;Germany;Male;25;8;12170273;1;1;1;13221049;0
549;Spain;Male;25;6;1938582;1;0;1;2160011;0
601;Germany;Female;54;1;13103997;2;1;1;1996615;0
544;France;Male;64;9;11382945;1;1;1;12434149;0
751;France;Female;30;6;0;2;1;0;157661;0
632;Germany;Female;41;3;8187738;1;1;1;3364221;0
694;Spain;Male;57;8;11632607;1;1;1;11770465;0
678;France;Male;31;2;0;2;1;1;5880328;0
695;France;Male;46;4;0;2;1;1;13753722;0
661;France;Female;41;1;0;2;0;1;13130068;0
661;France;Male;33;9;0;2;1;1;8417481;0
559;France;Female;31;3;12707073;1;0;1;16094178;0
503;France;Male;29;3;0;2;1;1;14395499;0
695;Spain;Male;46;3;12254964;1;1;1;5629785;0
640;France;Female;42;5;17609913;1;1;1;840473;0
624;Germany;Female;48;3;12238838;2;0;0;3002009;0
667;France;Male;42;9;0;2;0;1;5813742;0
642;France;Male;26;0;0;1;0;0;4747268;0
640;Spain;Female;32;6;11887935;2;1;1;1913171;0
529;Spain;Male;35;5;0;2;1;1;1872885;0
563;France;Female;39;5;0;2;1;1;1760381;0
593;Spain;Female;38;4;8873644;2;1;0;6702003;0
739;Germany;Male;45;7;10270362;1;0;1;14780294;1
788;Spain;Female;70;1;0;2;1;1;4161062;0
684;Spain;Female;38;3;0;2;1;0;4425565;0
482;France;Male;55;5;9731825;1;0;1;7841614;0
591;Spain;Male;58;5;12846869;1;0;1;13725455;0
651;Germany;Female;41;4;13343259;1;0;1;15130348;0
749;Germany;Female;40;8;14178257;2;0;0;8633363;0
583;France;Male;24;9;13512528;1;0;0;898019;0
661;Spain;Male;42;2;17882091;1;0;0;2935857;1
715;France;Female;31;2;11221214;2;1;1;18160072;0
769;Germany;Female;45;5;12667481;1;1;0;12411871;1
625;France;Female;51;7;13629497;1;1;0;3886746;1
641;France;Female;36;5;6639264;1;1;0;3110667;0
716;Germany;Male;27;1;12255234;2;1;0;6761136;0
767;France;Male;43;1;7640885;2;1;0;7783763;0
745;Germany;Male;36;8;14507124;1;0;0;607846;0
589;France;Male;34;6;0;2;1;1;17789692;0
796;France;Female;45;2;10973022;1;1;1;12388273;0
664;France;Male;57;6;0;2;1;1;1530408;0
445;Spain;Male;62;1;6411938;1;1;1;7656964;1
543;Germany;Female;57;1;10613833;2;1;1;12065732;1
746;Spain;Male;36;2;0;2;1;1;1643656;0
742;Germany;Male;33;0;18165651;1;1;1;10766791;0
750;France;Female;32;5;0;2;1;0;9561147;0
669;France;Male;30;7;9512886;1;0;0;1979926;0
594;Spain;Female;49;2;12661594;2;0;1;12321474;0
574;Spain;Male;36;1;0;2;0;1;7170912;0
659;Germany;Male;36;2;7619048;2;1;1;14906614;0
750;Germany;Male;40;5;16828681;3;1;0;2045199;1
626;Germany;Male;35;4;8810981;1;1;1;328255;0
620;France;Male;42;4;0;2;1;0;623231;0
580;France;Female;35;8;0;2;0;1;1035703;0
686;France;Female;34;3;12397151;2;1;0;14779463;0
540;France;Male;48;0;14811648;1;0;0;11697348;0
634;Germany;Male;35;6;11626901;1;1;0;12996494;0
632;Spain;Male;38;1;12059921;1;1;0;9281686;0
501;France;Female;41;3;1442605;1;1;0;17211467;0
650;Spain;Female;25;3;866055;3;1;0;1664931;1
786;France;Male;34;9;0;2;1;0;14451719;0
554;Germany;Female;37;4;5862997;1;0;0;1820386;0
701;Spain;Female;42;5;0;2;0;0;2421056;0
474;France;Male;45;10;0;2;0;0;1721759;0
621;France;Female;43;5;0;1;1;1;4757845;0
672;Spain;Female;56;2;20976731;2;1;1;15069442;1
459;Spain;Female;42;6;12963425;2;1;1;17768302;1
669;France;Male;23;1;0;2;0;0;6608883;0
776;France;Female;38;2;16982446;1;1;0;1692917;0
694;France;Male;36;3;9753025;1;1;1;11714041;0
787;France;Female;42;10;14598865;2;1;1;7951037;0
580;France;Male;37;9;0;2;0;1;7710866;0
711;France;Female;25;7;0;3;1;1;967928;0
673;France;Female;40;5;13749428;1;1;0;8175392;0
499;France;Female;57;1;0;1;0;0;13137238;1
591;France;Male;24;6;147360;1;1;1;2531082;0
769;France;Female;25;10;0;2;0;0;18792575;0
657;Spain;Male;31;3;12516702;1;0;0;9882039;0
738;Germany;Male;43;9;12115205;2;1;0;641667;1
545;Germany;Female;60;7;12898107;1;0;1;17692421;1
497;France;Male;47;6;0;1;1;1;9005508;0
816;Spain;Male;67;6;15185898;1;1;1;7281431;0
525;France;Male;36;2;1146284;1;0;1;16829006;0
725;France;Male;46;6;0;2;1;0;16176738;0
692;France;Female;28;8;9505902;2;1;0;4442018;0
618;France;Female;24;7;12873639;1;0;1;3714761;0
546;France;Male;24;8;15632538;1;1;1;12538102;0
635;France;Male;29;7;10540597;1;1;1;14985389;0
611;France;Female;49;2;8891537;3;0;0;16143502;1
650;France;Male;60;8;0;2;1;1;10292576;0
606;France;Male;40;5;0;2;1;1;7089927;0
844;France;Male;18;2;16098003;1;0;0;14593628;0
450;Spain;Female;46;5;17761971;1;1;0;5422706;0
727;Spain;Male;38;2;6227699;1;1;1;5928079;0
460;Germany;Male;46;4;12755997;2;1;1;1269525;0
649;France;Male;41;0;0;2;0;1;13056702;0
758;Germany;Female;47;9;9552316;1;1;0;7329448;0
490;France;Female;35;7;10774903;1;1;1;393737;0
815;Germany;Male;37;2;11077726;2;1;0;238359;0
838;Spain;Female;39;5;16673392;2;1;0;1427944;0
803;France;Male;31;9;15712086;2;1;0;14130053;0
664;Germany;Female;36;2;12716078;2;1;0;7814075;0
736;Spain;Female;28;2;0;2;1;1;1174311;0
633;France;Female;37;9;15609197;1;1;0;7200861;0
664;France;Male;58;5;9866818;1;1;1;6088758;0
600;France;Female;43;5;13402206;1;1;0;19476483;0
693;France;Female;35;5;12415109;1;1;0;8870514;1
663;Germany;Female;36;6;772535;1;0;0;3581797;1
742;Germany;Female;21;1;11429248;1;1;0;315204;0
710;Germany;Male;43;2;14008032;3;1;1;15790819;1
710;Spain;Female;27;2;13527796;1;1;0;14220015;0
700;France;Female;82;2;0;2;0;1;18205536;0
720;Germany;Male;60;9;11592062;2;0;0;15755208;1
684;Spain;Male;41;2;11978272;2;0;0;12028467;0
531;France;Female;63;1;11471571;1;0;1;2450695;1
742;Germany;Female;36;2;12974854;2;0;0;4727161;1
717;France;Male;31;4;12972257;1;0;0;411766;0
589;France;Male;32;2;0;2;0;1;946864;0
767;France;Male;36;3;1391802;1;0;0;12388019;0
636;Germany;Male;49;6;11359974;2;1;0;15888709;1
648;France;Male;33;7;134944;1;1;1;11703638;0
622;Germany;Female;58;7;11692225;1;1;0;12041561;1
692;Spain;Male;28;9;11894509;1;0;0;1606425;1
754;France;Male;28;8;0;2;1;1;5261562;0
679;Spain;Female;35;8;11918273;1;0;0;12121009;0
639;France;Male;27;8;0;2;1;0;19224735;0
774;France;Female;28;1;7126402;2;0;1;6875957;0
517;France;Male;41;2;0;2;0;1;7593747;0
571;France;Female;35;8;0;2;0;0;8456913;0
747;Germany;Male;58;7;11631357;1;1;1;19069635;1
792;Spain;Male;36;5;9214015;1;0;1;6746867;0
688;France;Male;26;1;0;2;1;1;10443594;0
714;Germany;Male;42;2;17764009;1;0;1;4716655;0
562;Spain;Female;35;0;0;2;1;0;11989952;0
704;Spain;Male;48;8;1679976;1;1;1;17349845;0
698;France;Male;36;2;8227535;2;1;1;9324926;0
611;France;Male;49;3;0;2;1;1;14291754;0
850;Germany;Female;48;6;11196299;1;1;0;1117558;0
743;Germany;Female;34;1;13173688;1;1;1;10854321;0
654;France;Male;29;1;0;1;1;0;18034544;0
761;Germany;Male;36;8;10823911;2;0;0;9944402;0
702;France;Female;46;9;9844419;1;0;1;10956328;0
488;Germany;Male;32;3;11454038;1;1;0;9256807;0
683;France;Female;35;6;18753066;2;1;1;3797636;0
601;Germany;Female;42;9;13363616;1;0;1;10331574;0
605;France;Male;52;7;0;2;1;1;1739525;0
671;Germany;Female;44;0;8474503;2;0;1;3467398;0
614;Germany;Female;31;7;12059938;2;1;1;4616344;0
511;Spain;Female;29;9;0;2;0;1;14067698;0
850;France;Male;39;4;12777135;2;0;1;15173854;0
790;Spain;Female;46;9;0;1;0;0;1467981;1
793;France;Female;33;0;0;1;0;0;17554402;0
628;France;Male;69;5;0;2;1;1;1819646;0
598;Germany;Male;53;10;16777296;1;1;1;13688686;0
657;France;Female;37;6;958456;1;1;0;12221823;0
618;France;Female;35;10;0;2;1;0;18043975;0
681;Spain;Male;65;7;1347147;2;0;1;19041981;0
516;Spain;Female;33;3;0;2;1;1;5868559;0
421;Germany;Male;28;8;12238422;3;1;1;8901738;1
700;France;Female;26;2;0;2;0;0;5005142;0
745;France;Male;25;5;15799315;2;1;0;14604145;0
696;France;Male;29;8;0;2;1;0;19116609;0
580;Germany;Female;42;2;12333136;1;0;0;10351608;1
497;Spain;Male;27;9;7526316;1;1;1;16482504;0
720;France;Female;43;6;13782403;2;1;0;17255777;0
659;Germany;Male;36;4;13257892;2;1;0;8432094;0
841;France;Female;36;5;15602131;1;0;0;12266298;0
642;Spain;Male;34;8;0;1;1;0;720851;0
732;Spain;Female;69;9;13745343;1;0;1;11093224;1
600;Spain;Male;36;4;0;2;1;0;14363536;0
464;Germany;Male;33;8;16428472;2;1;1;371034;0
680;France;Female;47;5;0;2;1;1;17984333;0
758;Spain;Male;56;1;0;2;1;1;1064338;0
630;Germany;Female;31;2;11237349;2;1;1;13116798;0
577;France;Female;39;10;0;2;1;0;1055331;0
684;France;Female;34;6;0;2;1;1;13092822;0
708;Spain;Female;41;5;0;1;0;1;15700399;0
732;Germany;Female;29;1;15433382;1;1;1;13852756;0
634;Germany;Male;37;3;11143277;2;1;1;16703249;0
633;France;Female;30;6;0;2;0;0;4164229;0
559;France;Male;34;2;13739011;2;1;0;9677;0
694;Spain;Female;37;3;0;2;1;1;14701222;0
686;Germany;Female;56;5;11164208;1;1;1;8055387;0
553;Spain;Female;48;3;0;1;0;1;3073095;1
507;France;Male;36;4;8354337;1;0;0;14013443;0
732;Germany;Male;50;6;14533876;1;0;0;919361;1
818;France;Female;31;1;18679637;1;0;0;17825263;0
660;Germany;Male;35;8;5864143;1;0;1;19867408;0
773;Spain;Female;41;5;0;1;1;0;282669;1
640;France;Male;44;3;13714868;1;1;0;9238101;0
505;France;Male;49;7;8000123;1;0;0;13518011;0
714;Germany;Male;21;6;8640252;2;0;0;2733059;0
468;France;Female;42;5;0;2;1;0;12530534;0
611;Spain;Male;51;1;12287474;1;1;1;14964845;0
705;France;Male;25;0;9754429;1;0;1;5988715;0
646;Germany;Male;46;1;17082655;2;1;0;4504132;0
667;Germany;Female;48;1;9713392;2;0;0;11331677;1
511;Germany;Female;41;8;15389565;1;1;1;3908742;0
653;France;Female;43;6;0;2;1;1;733059;0
675;France;Female;57;8;0;2;0;1;9546329;0
523;Spain;Male;32;4;0;2;1;0;16784802;0
567;Germany;Female;49;5;13495602;1;1;0;9395384;1
741;Spain;Male;39;7;14363758;2;0;1;17422766;0
456;Spain;Male;32;9;14750625;1;1;1;13539921;0
598;France;Male;64;1;0;2;1;0;1956353;1
667;France;Male;43;8;19022746;1;1;0;9750804;1
548;France;Female;32;2;17244877;1;1;0;18808377;1
725;France;Male;41;7;11398021;1;1;1;11670425;0
717;France;Male;53;6;0;2;0;1;9761487;0
594;France;Male;38;4;0;2;0;0;18688404;0
678;Germany;Female;25;10;7696812;2;0;1;13150172;0
545;France;Male;38;1;8829313;2;1;1;2430295;0
636;France;Female;48;1;17083346;1;1;0;11051028;1
603;Germany;Male;44;6;10812239;2;1;0;10848833;1
435;France;Male;36;4;0;1;1;1;1970152;0
535;France;Female;40;8;0;1;1;1;2768977;0
629;Germany;Female;45;7;12981839;3;1;0;921755;1
722;France;Female;35;2;16394389;2;1;1;1506818;0
561;France;Male;28;7;0;2;1;0;779701;0
645;France;Female;38;5;1014303;2;0;1;440032;0
501;France;Female;39;9;11730166;1;0;0;18202595;0
502;Germany;Female;32;1;17334083;1;0;1;12276395;0
652;Spain;Female;42;4;0;2;1;1;3815201;0
574;France;Female;33;3;13434857;1;1;0;6316399;0
518;France;Female;45;9;10552565;2;1;1;7341829;0
749;France;Female;60;6;0;1;1;0;1797868;1
679;France;Female;43;4;0;3;1;0;11513651;1
565;France;Male;36;6;1061921;1;1;0;14957559;0
643;France;Female;45;4;4514443;1;1;0;6091724;1
515;France;Male;65;7;9211361;1;1;1;14254833;0
521;France;Male;25;7;0;2;1;1;15787867;0
739;Spain;Male;38;0;12836644;1;1;0;1279643;0
585;France;Male;42;2;0;2;1;1;1865777;0
733;Germany;Male;74;3;10654553;1;1;1;13458958;0
542;France;Female;43;8;14561837;1;0;1;1035074;0
788;Spain;Male;37;8;14154125;1;0;0;6601327;0
435;Germany;Male;32;2;5701706;2;1;1;590711;0
577;France;Male;42;9;0;1;1;0;7407791;0
703;France;Female;51;3;0;3;1;1;7729456;1
728;Germany;Female;35;8;12588495;2;1;0;5435902;1
728;Germany;Male;32;5;618255;1;1;1;15612493;0
718;France;Male;35;8;0;2;1;0;9482085;0
621;France;Female;40;6;0;1;1;0;15515525;0
523;France;Female;40;2;10296741;1;1;0;1287021;1
657;Germany;Male;25;2;17177055;1;1;0;227455;0
727;Germany;Male;40;1;9305164;2;1;0;7186531;1
643;France;Male;36;7;16106464;2;0;1;8429482;0
645;France;Female;48;7;9061234;1;1;1;14913913;0
568;France;Male;28;5;14510564;2;1;0;18548911;0
599;France;Male;58;4;0;1;0;0;17640715;1
672;France;Female;45;9;0;1;1;1;9202769;1
685;France;Male;33;6;17491272;1;1;1;4393254;0
516;France;Female;46;1;10494772;1;1;0;11578925;1
685;Spain;Male;31;10;13521371;1;1;1;12577728;0
806;Spain;Male;25;7;0;2;1;0;184619;0
604;France;Male;36;6;11622985;2;1;1;7963338;0
648;Spain;Female;53;6;11120141;1;1;1;12154229;0
545;Spain;Female;32;4;0;1;1;0;947392;0
756;Germany;Male;27;1;131899;1;1;0;9330229;0
569;France;Male;35;10;12452552;1;1;1;19379378;0
596;France;Male;47;6;0;1;1;0;7483565;0
475;France;Male;39;6;0;1;1;1;569999;1
646;France;Female;45;3;4713475;1;1;1;5723644;0
784;Spain;Male;35;3;0;2;0;0;8148364;0
552;Spain;Male;45;9;0;2;1;0;2675256;0
729;France;Male;44;5;0;2;0;1;920054;0
609;Spain;Male;61;1;0;1;1;0;2244785;1
555;France;Male;51;5;0;3;1;0;18912289;1
572;Germany;Female;19;1;13865708;1;1;1;1616182;0
785;France;Female;34;9;7030248;1;1;1;6860036;0
714;Germany;Female;36;1;10160901;2;1;1;44773;0
738;Spain;Male;35;3;0;1;1;1;1565073;0
639;Germany;Male;38;5;13017082;1;1;1;14959962;0
520;Germany;Male;61;8;13380229;2;1;1;9030401;0
764;France;Female;24;7;10623402;1;0;0;11567638;0
661;Spain;Male;39;6;13262898;1;0;0;3881267;0
564;Germany;Male;41;9;10352275;2;1;1;3433821;0
708;Germany;Female;42;8;19239052;2;1;0;82336;0
512;Spain;Male;36;1;0;1;0;1;13548226;1
592;Spain;Male;37;9;0;3;1;1;1065689;0
619;France;Female;38;3;0;2;0;1;11646735;0
775;France;Male;52;8;10992261;1;1;1;9682332;1
850;Germany;Female;44;5;12860532;1;0;1;1710962;0
577;France;Female;37;4;0;1;1;1;7988139;0
724;France;Female;37;10;6859856;1;1;0;15786282;0
710;Spain;Male;35;1;10651852;1;1;1;12795181;0
696;France;Female;31;8;0;2;0;0;19107411;0
376;France;Female;46;6;0;1;1;0;15733369;1
675;Germany;Female;29;8;12132642;1;1;0;13345752;0
745;France;Male;36;8;6722637;1;1;0;1307896;0
697;Spain;Female;25;5;8293185;2;1;1;12837388;0
599;Spain;Female;39;4;0;1;1;0;1942732;1
715;France;Female;38;5;11859041;1;1;1;568417;1
659;France;Male;67;4;14598187;1;1;1;1310432;0
684;France;Female;48;3;7330938;1;0;0;2122834;1
635;France;Female;48;8;13079633;2;1;1;432503;0
789;Germany;Male;33;8;15160756;1;1;0;43894;0
571;Germany;Female;66;9;11157701;1;0;1;1892719;0
694;Spain;Male;39;0;10704274;1;1;1;1022842;0
665;Spain;Female;42;2;15637161;2;0;1;15677494;1
706;France;Female;44;4;12960599;1;0;0;6986549;0
807;Spain;Female;43;0;0;2;0;1;8552324;0
771;Spain;Female;67;8;0;2;1;1;512198;0
531;Spain;Male;27;8;13257625;1;0;0;722292;0
629;France;Female;37;6;1291013;1;1;1;2397133;0
850;Germany;Female;31;1;1088224;1;1;1;13217331;0
685;Spain;Male;35;4;13794851;1;1;0;11363964;0
642;Spain;Male;32;7;1004338;1;1;1;3976859;0
529;Spain;Male;63;4;9613411;3;1;0;10873296;1
683;Germany;Female;43;4;11588804;1;1;1;11734919;1
663;France;Female;42;5;12462607;1;1;1;780045;0
563;France;Female;34;6;13981034;1;1;1;15241779;0
637;Spain;Female;34;9;0;2;0;0;2605708;0
544;France;Male;37;3;8449671;1;0;0;7997209;0
649;Germany;Male;70;9;11685471;2;0;1;10712579;0
638;France;Female;48;10;13833303;1;1;1;4767914;0
723;France;Male;25;3;0;2;1;1;13450947;0
635;Germany;Male;43;5;7899275;2;0;0;15326531;0
750;Spain;Female;38;7;9725741;2;0;1;17988304;0
730;France;Male;34;5;12245337;2;1;0;13888298;0
750;Spain;Female;36;8;11294007;1;0;1;985581;0
586;France;Female;43;8;13255826;1;1;0;6704683;1
520;France;Female;38;4;0;2;1;0;5638863;0
652;France;Female;48;8;13329724;1;1;0;7776437;0
550;France;Female;46;7;0;2;1;0;13059035;0
594;France;Male;27;0;1970418;1;0;0;15191249;0
749;Germany;Female;44;0;7149779;2;0;0;1510838;0
668;France;Male;32;7;0;2;1;1;77737;0
614;Germany;Female;35;6;12810028;1;0;0;6945424;1
773;France;Male;25;1;12453278;2;0;1;1172357;0
